trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
357	83	0	0	1	3	1	1	1.0	1	2012	4	7	6	11.0	59	0	1	2	322	0.161111111	0.056666667	0.121111111	0.0	0.04	0.0	0	0.0705555559999999	1.5	0.15	0.0	0.0472441
388	91	1	0	4	1	1	1	1.0	1	2012	4	8	7	10.5	34	0	1	1	8781	2.035	0.591666667	0.0886111109999999	0.183333333	0.052222222	0.253611111	2	0.481666667	3.4	1.4	0.0	0.397347
389	91	1	1	4	1	1	1	1.0	1	2012	4	8	7	17.0	34	0	1	1	8781	2.000277778	0.515833333	0.263055556	0.2	0.0	0.1166666669999999	1	0.593888889	1.9	1.55	0.0	0.4794199999999999
400	95	0	2	3	5	1	1	1.0	1	2012	4	8	7	12.0	26	0	1	1	1752	0.431388889	0.17	0.2419444439999999	0.066666667	0.0	0.0	0	0.1913888889999999	2.4	0.39	0.0	0.181422
407	95	1	2	3	5	1	1	1.0	1	2012	4	8	7	12.0	25	1	1	1	1752	0.431388889	0.17	0.2419444439999999	0.066666667	0.0	0.0	0	0.1913888889999999	2.4	0.39	0.0	0.181422
408	95	1	4	1	5	1	1	1.0	1	2012	4	8	7	15.0	25	1	1	1	1333	0.325277778	0.128333333	0.130833333	0.033333333	0.0	0.0	0	0.167222222	2.4	0.34	0.0	0.4867109999999999
425	97	3	1	4	3	1	5	0.0	1	2012	4	8	7	13.0	10	1	0	2	2696	0.6175	0.1566666669999999	0.2691666669999999	0.0	0.156944444	0.0	0	0.1975	0.0	0.54	0.0	0.495077
437	99	0	4	4	3	1	1	1.0	1	2012	4	9	1	16.01666667	44	1	1	1	8415	2.096111111	0.588333333	0.264722222	0.133333333	0.2097222219999999	0.1	1	0.618611111	3.0	1.66	0.0	0.539291
440	99	2	3	3	5	1	3	0.0	1	2012	4	9	1	15.58333333	14	1	0	1	3792	0.915	0.282777778	0.251944444	0.15	0.0	0.0	0	0.25	0.75	0.68	0.0	0.395556
486	116	0	1	3	3	6	5	0.0	1	2012	4	10	2	14.16666667	75	1	0	0	6216	1.469444444	0.44	0.146111111	0.1	0.145	0.1036111109999999	1	0.437222222	0.0	1.07	0.0	0.25413
493	119	0	1	3	1	6	1	1.0	1	2012	4	10	2	17.0	54	0	0	0	1211	0.288333333	0.072777778	0.066666667	0.0	0.133333333	0.0	0	0.094722222	1.5	0.21	0.0	0.381232
495	120	0	3	3	3	6	5	0.0	1	2012	4	10	2	14.5	69	1	1	0	2083	0.502777778	0.183055556	0.103888889	0.066666667	0.0	0.0	0	0.256388889	0.0	0.5	0.0	0.442037
496	121	0	0	3	3	6	4	0.5	1	2012	4	10	2	9.5	57	0	1	0	9326	2.121388889	0.766111111	0.065277778	0.35	0.083333333	0.158333333	1	0.867222222	2.35	1.82	10.5	0.762972
507	122	1	5	4	3	1	1	1.0	1	2012	4	10	2	22.5	27	0	1	2	4036	1.030277778	0.298888889	0.1041666669999999	0.0	0.345	0.186111111	1	0.258055556	3.0	0.85	0.0	0.172228
516	125	1	2	4	5	6	1	1.0	1	2012	4	10	2	15.25	37	1	1	2	13128	3.1625	0.880277778	0.048055556	0.35	0.205277778	0.2	2	0.409166667	4.5	1.85	0.0	0.306857
531	127	0	1	4	2	1	1	1.0	1	2012	4	10	2	9.0	44	1	1	1	1118	0.252222222	0.081666667	0.0352777779999999	0.0	0.066666667	0.0	0	0.069166667	1.5	0.18	0.0	0.381526
560	135	0	4	4	3	2	5	0.0	1	2012	4	11	3	18.91666667	63	0	1	2	1401	0.357222222	0.116388889	0.131666667	0.0	0.094722222	0.0	0	0.166388889	0.0	0.29	0.0	0.4440729999999999
575	140	1	0	3	4	2	5	0.0	1	2012	4	11	3	12.0	63	0	1	2	15797	3.604166667	1.113888889	0.123333333	0.483333333	0.0	0.0	0	0.726666667	0.0	2.0	10.5	0.552752
610	148	1	0	4	3	1	1	1.0	1	2012	4	12	4	14.0	54	1	1	1	10255	2.3852777780000003	0.830555556	0.136944444	0.0	0.759166667	0.178888889	2	0.520555556	4.5	1.83	0.0	0.274813
611	148	1	1	4	3	1	1	1.0	1	2012	4	12	4	18.0	54	1	1	1	10255	2.301111111	0.845833333	0.114722222	0.0	0.873055556	0.183333333	1	0.548333333	3.0	1.69	0.0	0.579534
615	150	0	1	3	5	6	5	0.0	1	2012	4	12	4	11.83333333	56	0	0	0	5787	1.4033333330000002	0.414166667	0.076944444	0.0	0.421666667	0.105	1	0.292222222	0.0	0.94	0.0	0.104563
666	159	2	1	1	1	6	4	1.0	1	2012	4	12	4	18.0	23	0	0	0	353	0.091388889	0.0308333329999999	0.044166667	0.0	0.026111111	0.0	0	0.034166667	1.5	0.06	0.0	0.0
688	167	1	1	3	1	6	1	1.0	1	2012	4	12	4	16.0	29	0	1	0	7122	1.666388889	0.561111111	0.156111111	0.2166666669999999	0.173888889	0.15	1	0.512222222	5.0	1.23	0.0	0.492408
774	185	0	0	4	3	1	5	0.0	1	2012	4	14	6	19.0	74	0	0	1	2697	0.692222222	0.220277778	0.080555556	0.0	0.137777778	0.1166666669999999	1	0.143333333	0.0	0.46	0.0	0.156977
794	191	0	0	3	3	6	5	0.0	1	2012	4	14	6	14.0	76	0	1	0	3427	0.761388889	0.2225	0.095	0.1	0.0	0.0	0	0.322222222	0.0	0.63	0.0	0.236207
800	194	0	0	3	3	2	1	1.0	1	2012	4	14	6	15.0	33	1	0	2	1619	0.3852777779999999	0.1222222219999999	0.0425	0.0	0.1	0.0	0	0.096944444	1.5	0.23	0.0	0.404011
807	195	0	5	4	3	1	1	0.0	1	2012	4	14	6	16.0	73	0	1	2	900	0.236666667	0.0605555559999999	0.131388889	0.0	0.016666667	0.0	0	0.0475	0.0	0.16	0.0	0.0292397999999999
822	199	0	0	4	3	2	2	0.0	1	2012	4	15	7	19.0	17	0	0	2	9053	2.103611111	0.686111111	0.235833333	0.0	0.496666667	0.0	0	0.5030555560000001	0.0	1.31	0.0	0.50138
829	200	1	1	4	3	2	1	1.0	1	2012	4	15	7	9.5	58	1	1	1	2516	0.7080555559999999	0.210833333	0.376111111	0.0	0.135555556	0.0	0	0.160833333	1.5	0.45	0.0	0.138169
834	200	3	0	4	3	2	1	1.0	1	2012	4	15	7	16.5	20	0	1	1	7523	1.740277778	0.523888889	0.1172222219999999	0.0	0.559722222	0.066666667	1	0.317777778	3.0	1.2	0.0	0.233392
854	207	0	0	4	3	1	1	1.0	1	2012	4	15	7	10.0	43	1	1	2	4470	1.031666667	0.4563888889999999	0.154722222	0.0	0.407777778	0.066666667	1	0.265	3.0	0.78	0.0	0.355346
857	208	2	1	2	3	2	1	1.0	1	2012	4	15	7	13.66666667	21	1	0	1	1240	0.281111111	0.118888889	0.071388889	0.0	0.080555556	0.0	0	0.106111111	1.5	0.22	0.0	0.581152
865	209	1	2	1	3	2	1	1.0	1	2012	4	15	7	14.51666667	34	0	1	1	1222	0.285555556	0.1011111109999999	0.222222222	0.0	0.031944444	0.0	0	0.105277778	1.5	0.23	0.0	0.2823219999999999
879	210	5	0	3	3	6	5	0.0	1	2012	4	15	7	10.5	7	0	0	0	3722	0.941944444	0.301111111	0.144444444	0.0	0.353055556	0.1011111109999999	1	0.2213888889999999	0.0	0.68	0.0	0.474279
890	213	1	2	4	3	1	5	0.0	1	2012	4	15	7	16.0	85	1	0	1	5529	1.323055556	0.368055556	0.2425	0.0	0.305555556	0.0	0	0.224444444	0.0	0.83	0.0	0.188119
898	215	0	3	1	1	1	1	1.0	1	2012	4	15	7	17.5	30	0	0	1	779	0.185555556	0.116944444	0.0866666669999999	0.0	0.066666667	0.0	0	0.090277778	1.5	0.24	0.0	0.526154
905	217	1	0	3	3	6	1	0.5	1	2012	4	16	1	13.0	25	0	0	0	12037	2.924722222	0.950833333	0.096666667	0.433333333	0.083888889	0.3	2	0.645	3.55	2.14	0.0	0.498277
910	218	1	1	4	3	2	1	1.0	1	2012	4	16	1	12.16666667	56	0	0	1	3080	0.8341666670000001	0.2163888889999999	0.371944444	0.0	0.181666667	0.0	0	0.161666667	1.5	0.47	0.0	0.194158
942	224	2	0	3	2	6	5	0.0	1	2012	4	16	1	8.0	7	0	0	0	2800	0.724722222	0.213055556	0.316944444	0.0	0.253333333	0.0	0	0.186111111	0.0	0.55	0.0	0.249254
958	227	0	0	3	1	6	1	1.0	1	2012	4	16	1	8.25	32	0	1	2	7185	1.718888889	0.685555556	0.128611111	0.2166666669999999	0.283055556	0.083333333	1	0.6133333329999999	4.4	1.34	10.5	0.764946
965	230	0	1	3	1	6	1	1.0	1	2012	4	17	2	16.5	50	0	0	0	3464	0.773055556	0.2641666669999999	0.034166667	0.0	0.2491666669999999	0.0	0	0.260555556	1.5	0.68	0.0	0.21322
972	232	0	0	3	1	1	4	1.0	1	2012	4	17	2	6.333333333	42	1	1	1	18318	4.0430555560000005	1.291666667	0.381111111	0.533333333	0.0	0.133333333	1	0.943055556	5.75	2.88	10.5	0.6703979999999999
979	232	1	3	1	5	1	1	1.0	1	2012	4	17	2	15.58333333	43	0	1	1	1060	0.272777778	0.088055556	0.056944444	0.0	0.066666667	0.0	0	0.063055556	1.5	0.17	0.0	0.251101
980	232	1	4	4	2	1	1	1.0	1	2012	4	17	2	15.83333333	43	0	1	1	2234	0.771388889	0.309444444	0.299722222	0.0	0.145555556	0.0	0	0.135833333	1.5	0.5	0.0	0.186094
1001	233	0	4	4	3	1	1	1.0	1	2012	4	17	2	17.16666667	48	1	1	1	5257	1.265555556	0.4352777779999999	0.39	0.0	0.316666667	0.0	0	0.256666667	1.5	0.9	0.0	0.329004
1009	233	3	3	4	2	2	2	0.0	1	2012	4	17	2	18.5	16	0	0	1	4662	1.060555556	0.332222222	0.173333333	0.0	0.2666666669999999	0.0	0	0.2575	0.0	0.65	0.0	0.374326
1026	237	0	3	3	3	1	1	1.0	1	2012	4	17	2	21.5	50	1	1	2	8940	2.019166667	0.724166667	0.289722222	0.3833333329999999	0.0	0.0	0	0.443055556	2.4	1.54	0.0	0.5410659999999999
1033	238	1	0	3	4	1	1	1.0	1	2012	4	17	2	8.416666667000001	55	1	1	1	3470	0.974444444	0.363055556	0.325277778	0.15	0.0	0.0	0	0.330833333	1.7	0.83	0.0	0.5130140000000001
1047	241	0	1	3	3	1	1	1.0	1	2012	4	17	2	18.0	34	0	0	1	2202	0.561666667	0.186111111	0.130555556	0.0	0.160277778	0.0	0	0.190833333	1.5	0.45	0.0	0.491994
1055	244	0	1	1	2	6	4	0.5	1	2012	4	17	2	8.2	45	1	0	0	527	0.131944444	0.053055556	0.045833333	0.0	0.055555556	0.0	0	0.049166667	0.75	0.09	0.0	0.384181
1066	244	3	0	1	2	6	5	0.0	1	2012	4	17	2	8.0	7	1	0	0	527	0.128055556	0.041944444	0.033055556	0.0	0.038055556	0.0	0	0.038333333	0.0	0.09	0.0	0.2681159999999999
1072	245	2	3	4	3	1	1	1.0	1	2012	4	17	2	23.0	24	1	1	2	1591	0.482777778	0.130277778	0.1555555559999999	0.0	0.05	0.0	0	0.098333333	1.5	0.32	0.0	0.101695
1138	257	1	0	3	2	1	1	1.0	1	2012	4	18	3	8.5	37	1	0	2	881	0.245833333	0.0608333329999999	0.11	0.0	0.041666667	0.0	0	0.073333333	1.5	0.19	0.0	0.280303
1188	267	1	0	3	1	6	1	1.0	1	2012	4	19	4	8.25	31	0	0	0	14733	3.518888889	1.163055556	0.265555556	0.566666667	0.0	0.0	0	1.037777778	3.9	2.75	10.5	0.7028909999999999
1202	270	0	3	4	3	1	1	1.0	1	2012	4	19	4	18.0	44	1	1	1	1194	0.376388889	0.1475	0.241666667	0.0	0.023611111	0.0	0	0.134166667	1.5	0.32	0.0	0.490683
1219	271	0	0	1	1	1	1	1.0	1	2012	4	19	4	8.75	53	1	1	1	2060	0.555	0.160833333	0.238611111	0.0	0.16	0.0	0	0.163888889	1.5	0.48	0.0	0.252542
1224	272	1	1	3	1	6	1	0.0	1	2012	4	19	4	18.5	35	1	0	0	11106	2.585555556	0.7225	0.109722222	0.2166666669999999	0.465555556	0.255555556	2	0.693333333	1.5	1.88	0.0	0.5
1322	285	3	0	1	2	2	5	0.0	1	2012	4	20	5	8.0	9	0	0	2	552	0.123611111	0.046944444	0.067777778	0.0	0.026666667	0.0	0	0.055833333	0.0	0.09	0.0	0.0298507
1341	288	0	1	4	4	2	1	1.0	1	2012	4	20	5	8.5	28	1	1	1	2273	0.6125	0.1888888889999999	0.082777778	0.0	0.241666667	0.0	0	0.1844444439999999	1.5	0.39	0.0	0.329819
1391	296	2	3	4	5	2	3	0.0	1	2012	4	20	5	17.16666667	12	0	0	2	4081	0.980277778	0.337222222	0.054444444	0.35	0.0	0.083333333	1	0.323611111	0.75	0.7	0.0	0.454077
1413	299	1	3	4	5	1	1	1.0	1	2012	4	20	5	13.5	28	0	1	1	1321	0.368333333	0.114722222	0.081388889	0.0	0.114166667	0.0	0	0.096388889	1.5	0.26	0.0	0.230548
1458	308	0	6	4	3	1	1	1.0	1	2012	4	21	6	20.0	57	0	1	1	6098	1.465277778	0.431666667	0.189444444	0.0	0.256944444	0.0	0	0.299444444	1.5	0.96	0.0	0.199443
1478	312	2	1	4	3	1	1	0.5	1	2012	4	21	6	12.33333333	39	0	1	1	1221	0.3288888889999999	0.120833333	0.124722222	0.0	0.0872222219999999	0.0	0	0.096666667	0.75	0.26	0.0	0.267241
1483	314	1	1	3	3	6	1	1.0	1	2012	4	21	6	12.83333333	36	0	0	0	22233	5.478888888999999	1.818333333	0.145	0.5166666670000001	0.133333333	0.366666667	3	1.236944444	6.3	4.04	0.0	0.5104420000000001
1497	316	2	5	4	3	1	1	1.0	1	2012	4	21	6	21.0	62	0	1	1	5190	1.279444444	0.361666667	0.1725	0.0	0.401666667	0.0	0	0.288611111	1.5	0.96	0.0	0.252166
1516	321	3	0	1	3	2	5	0.0	1	2012	4	21	6	11.33333333	7	1	0	2	319	0.063055556	0.0141666669999999	0.0	0.0	0.0175	0.0	0	0.011111111	0.0	0.04	0.0	0.275
1574	329	0	3	3	3	6	1	1.0	1	2012	4	22	7	20.0	39	0	0	0	5855	1.329722222	0.498333333	0.171388889	0.0	0.3833333329999999	0.0	0	0.379166667	1.5	0.87	0.0	0.5450550000000001
1599	334	1	2	3	3	6	3	0.0	1	2012	4	22	7	15.0	14	0	0	0	10090	2.9711111110000004	0.729722222	0.179166667	0.0	0.806111111	0.169166667	1	0.448055556	0.0	1.85	0.0	0.238686
1605	335	1	1	3	3	6	1	1.0	1	2012	4	22	7	15.33333333	53	0	0	0	5980	1.503611111	0.5822222220000001	0.221111111	0.133333333	0.233333333	0.15	1	0.417777778	3.0	1.07	0.0	0.444814
1628	341	0	0	3	3	1	1	1.0	1	2012	4	22	7	9.75	52	0	1	2	19548	4.539444444	1.600555556	0.071944444	0.8	0.3	0.133333333	1	0.934444444	4.3	3.13	0.0	0.50981
1647	346	1	3	1	1	1	1	1.0	1	2012	4	23	1	17.0	42	0	1	1	848	0.205833333	0.0891666669999999	0.106388889	0.0	0.016666667	0.0	0	0.0975	1.5	0.23	0.0	0.356125
1664	349	0	0	4	3	1	5	0.0	1	2012	4	23	1	11.0	63	1	1	2	3149	0.860833333	0.314444444	0.182777778	0.0	0.304722222	0.1	1	0.178888889	0.0	0.58	0.0	0.177019
1674	351	5	0	3	2	1	3	0.0	1	2012	4	23	1	8.0	12	0	0	1	1474	0.388611111	0.141388889	0.111388889	0.0	0.120833333	0.0	0	0.139444444	0.0	0.31	0.0	0.440239
1681	353	0	7	4	3	1	1	1.0	1	2012	4	23	1	23.0	36	1	1	1	2160	0.543333333	0.141666667	0.203333333	0.0	0.0633333329999999	0.0	0	0.164444444	1.5	0.51	0.0	0.0152027
1718	362	0	1	3	3	6	5	0.0	1	2012	4	24	2	11.83333333	76	0	0	0	837	0.215555556	0.105555556	0.091666667	0.0	0.0475	0.0	0	0.088333333	0.0	0.2	0.0	0.264151
1719	362	1	1	1	3	6	5	0.0	1	2012	4	24	2	12.0	68	1	0	0	408	0.120277778	0.0430555559999999	0.085277778	0.0	0.049444444	0.0	0	0.0580555559999999	0.0	0.14	0.0	0.339713
1721	363	0	1	4	5	5	1	1.0	1	2012	4	24	2	13.0	46	1	1	1	4135	1.0175	0.306666667	0.410277778	0.166666667	0.0	0.0	0	0.26	2.1	0.91	0.0	0.297009
1764	368	0	3	4	2	1	1	1.0	1	2012	4	25	3	12.0	44	1	1	1	1670	0.438611111	0.148888889	0.133611111	0.083333333	0.0	0.0	0	0.135555556	1.5	0.34	0.0	0.346311
1771	368	4	0	4	2	1	5	0.0	1	2012	4	25	3	8.666666667000001	7	0	0	1	1670	0.3908333329999999	0.096388889	0.138611111	0.066666667	0.0	0.0	0	0.134444444	0.0	0.34	0.0	0.283058
1778	371	0	0	3	2	6	1	1.0	1	2012	4	25	3	8.5	30	1	1	0	704	0.19	0.081388889	0.101388889	0.0	0.0536111109999999	0.0	0	0.0847222219999999	1.5	0.17	0.0	0.429508
1780	371	0	3	3	3	6	1	1.0	1	2012	4	25	3	11.0	30	1	1	0	605	0.149722222	0.0577777779999999	0.048333333	0.0	0.05	0.0	0	0.048055556	1.5	0.11	0.0	0.213873
1804	374	3	0	3	2	1	1	1.0	1	2012	4	25	3	9.75	20	0	1	1	11166	2.658888889	0.785	0.268611111	0.233333333	0.4	0.133333333	1	0.6919444440000001	3.0	2.24	0.0	0.526696
1831	379	2	1	4	2	1	3	0.0	1	2012	4	25	3	15.75	11	1	0	1	1033	0.330833333	0.116388889	0.187222222	0.0	0.114166667	0.0	0	0.089444444	0.0	0.24	0.0	0.00931677
1843	381	1	3	1	5	1	1	1.0	1	2012	4	26	4	14.66666667	37	1	1	1	1378	0.299166667	0.0866666669999999	0.039444444	0.0	0.088888889	0.0	0	0.131666667	1.5	0.34	0.0	0.234177
1848	381	2	0	1	2	1	5	0.0	1	2012	4	26	4	8.75	5	0	0	1	610	0.148888889	0.068055556	0.083333333	0.0	0.040555556	0.0	0	0.049722222	0.0	0.13	0.0	0.0
1885	390	0	2	3	3	6	5	0.0	1	2012	4	27	5	14.25	69	1	0	0	1980	0.565	0.165555556	0.098333333	0.0	0.138333333	0.0	0	0.131944444	0.0	0.36	0.0	0.2
1908	396	2	0	4	3	2	5	0.0	1	2012	4	27	5	7.0	61	0	1	1	919	0.280277778	0.111388889	0.0925	0.0	0.078333333	0.0	0	0.070833333	0.0	0.18	0.0	0.384314
1929	400	0	2	1	3	1	5	0.0	1	2012	4	27	5	16.0	68	0	1	1	945	0.295277778	0.0891666669999999	0.1675	0.0	0.085277778	0.0	0	0.111666667	0.0	0.26	0.0	0.253731
1938	402	1	0	3	1	6	1	1.0	1	2012	4	27	5	8.0	34	0	1	0	8151	1.946111111	0.600833333	0.127777778	0.4	0.0	0.083333333	1	0.541111111	2.9	1.35	0.0	0.706879
1988	413	0	0	3	1	2	1	1.0	1	2012	4	28	6	8.5	24	1	1	2	4588	1.5552777780000002	0.476111111	0.1155555559999999	0.05	0.201388889	0.131944444	1	0.229722222	3.0	0.92	0.0	0.129383
1999	416	0	2	3	3	6	1	0.0	1	2012	4	28	6	17.5	52	1	1	0	3632	0.801388889	0.215	0.16	0.083333333	0.0	0.0	0	0.1963888889999999	2.1	0.57	0.0	0.144272
2000	417	0	0	3	3	1	1	1.0	1	2012	4	28	6	11.0	43	1	1	2	7863	1.903055556	0.585	0.120277778	0.166666667	0.274722222	0.167222222	1	0.544166667	3.6	1.5	0.0	0.60388
2013	418	1	1	4	3	1	1	1.0	1	2012	4	28	6	13.71666667	59	1	1	1	3201	0.8533333329999999	0.2691666669999999	0.0825	0.0	0.379166667	0.0	0	0.2819444439999999	1.5	0.71	0.0	0.571429
2029	422	0	0	4	3	4	1	1.0	1	2012	4	29	7	8.5	46	0	1	2	4925	1.096944444	0.316388889	0.0847222219999999	0.0	0.345555556	0.226666667	1	0.214166667	3.0	1.21	0.0	0.0687419
2030	422	0	1	4	3	4	1	1.0	1	2012	4	29	7	11.25	46	0	1	2	4925	1.078333333	0.288333333	0.1041666669999999	0.0	0.4083333329999999	0.083333333	1	0.217777778	3.0	1.22	0.0	0.164541
2073	435	1	0	3	1	6	1	1.0	1	2012	4	29	7	13.5	27	1	0	0	2820	0.818888889	0.2872222219999999	0.104444444	0.0	0.312222222	0.0	0	0.289166667	1.5	0.76	0.0	0.283381
2085	436	4	2	4	3	2	5	0.0	1	2012	4	29	7	20.5	8	0	0	1	7723	1.860555556	0.520277778	0.093055556	0.0	0.695277778	0.167777778	1	0.260555556	0.0	1.17	0.0	0.2249469999999999
2093	438	1	0	4	3	1	1	1.0	1	2012	4	29	7	10.0	52	0	1	2	2666	0.692222222	0.2047222219999999	0.124722222	0.0	0.166666667	0.0	0	0.133611111	1.5	0.53	0.0	0.0727651
2095	439	0	0	4	3	6	5	0.0	1	2012	4	30	1	11.0	77	1	0	0	2278	0.603888889	0.1525	0.18	0.0	0.123888889	0.0	0	0.141388889	0.0	0.42	0.0	0.10609
2096	439	0	4	4	3	6	5	0.0	1	2012	4	30	1	15.75	77	1	0	0	2415	0.7313888890000001	0.213611111	0.211111111	0.0	0.185	0.0	0	0.154444444	0.0	0.47	0.0	0.124101
2109	444	0	0	3	1	6	1	1.0	1	2012	4	30	1	7.5	45	0	1	0	6404	1.45	0.41	0.138888889	0.0	0.416666667	0.0	0	0.274166667	1.5	0.99	0.0	0.315096
2139	448	0	1	1	5	6	1	1.0	1	2012	4	30	1	13.0	20	1	0	0	2638	0.5772222220000001	0.141388889	0.250555556	0.066666667	0.0	0.0	0	0.197222222	1.5	0.42	0.0	0.283099
2163	453	1	0	3	1	1	5	0.0	1	2012	4	30	1	6.5	62	0	1	2	4755	1.2025	0.4044444439999999	0.1744444439999999	0.15	0.0	0.0	0	0.215833333	0.0	0.78	0.0	0.162162
2174	455	1	2	4	4	2	1	1.0	1	2012	4	30	1	18.5	35	0	1	2	4274	1.040555556	0.360277778	0.1016666669999999	0.0	0.5558333329999999	0.0	0	0.345555556	1.5	0.82	0.0	0.451768
2183	456	2	0	3	2	1	2	0.0	1	2012	4	30	1	8.5	17	0	0	2	1465	0.420833333	0.1222222219999999	0.091666667	0.0	0.120833333	0.0	0	0.128055556	0.0	0.32	0.0	0.288503
